ID,Fecha,Fecha Envío,Fecha Entrega,Cliente,SKU,Cantidad,Precio Unitario USD,Subtotal USD,Descuento %,Impuesto USD,Total USD,Método de Pago,Canal de Venta,Almacén Origen,Transporte,Número Tracking,Estado,Observaciones
VENT-0516,2025-08-11,2025-08-12,2025-08-15,CLI-064,SKU-0011,28.0,494.17,13836.76,7.6,2213.88,14999.05,Transferencia,Teléfono,ALM-10,TR-019,TRK7141796260,Completada,Requiere seguimiento
VENT-0517,2025-11-12,2025-11-14,2025-11-19,CLI-080,SKU-0015,11.0,372.23,4094.53,14.3,655.12,4164.13,Efectivo,Web,ALM-09,TR-011,TRK8622869139,Cancelada,OK
VENT-0518,2025-02-11,2025-02-14,2025-02-14,CLI-018,SKU-0104,12.0,114.39,1372.68,10.2,219.63,1452.3,Stripe,Marketplace,ALM-03,TR-012,TRK9052616591,En proceso,
VENT-0519,2024-12-24,2024-12-24,2025-01-06,CLI-075,SKU-0101,11.0,544.36,5987.96,3.5,958.07,6736.45,Tarjeta de crédito,Marketplace,ALM-03,TR-012,TRK8024975392,Completada,Cliente satisfecho
VENT-0520,2024-09-14,2024-09-15,2024-09-25,CLI-058,SKU-0045,36.0,428.95,15442.2,11.8,2470.75,16090.77,Tarjeta de crédito,Web,ALM-03,TR-006,TRK2174789396,Pendiente,
VENT-0521,2025-02-07,2025-02-08,2025-02-21,CLI-077,SKU-0003,1.0,584.39,584.39,13.1,93.5,601.33,Stripe,E-commerce,ALM-01,TR-005,TRK7055514511,Completada,Cliente satisfecho
VENT-0522,2024-03-09,2024-03-12,2024-03-23,CLI-044,SKU-0014,38.0,389.05,14783.9,3.9,2365.42,16572.75,Efectivo,App Móvil,ALM-01,TR-001,TRK4080249396,Completada,
VENT-0523,2026-02-20,2026-02-21,2026-03-01,CLI-095,SKU-0195,6.0,559.94,3359.64,4.9,537.54,3732.56,PayPal,Teléfono,ALM-03,TR-006,TRK2991491982,Completada,
VENT-0524,2025-06-25,2025-06-26,2025-07-03,CLI-049,SKU-0002,45.0,137.42,6183.9,19.3,989.42,5979.83,Cheque,App Móvil,ALM-01,TR-011,TRK7012843640,Cancelada,
VENT-0525,2025-03-22,2025-03-23,2025-03-29,CLI-088,SKU-0192,27.0,764.76,20648.52,1.1,3303.76,23725.15,Efectivo,Teléfono,ALM-09,TR-023,TRK9329629303,Completada,
VENT-0526,2025-03-09,2025-03-09,2025-03-17,CLI-074,SKU-0084,15.0,470.42,7056.3,4.0,1129.01,7903.06,Mercado Pago,E-commerce,ALM-03,TR-008,TRK3891787217,Completada,
VENT-0527,2024-09-22,2024-09-24,2024-10-04,CLI-053,SKU-0030,1.0,614.33,614.33,15.9,98.29,614.94,Tarjeta de crédito,E-commerce,ALM-05,TR-005,TRK5031648181,Completada,Urgente
VENT-0528,2025-04-15,2025-04-16,2025-04-23,CLI-045,SKU-0071,19.0,193.04,3667.76,15.0,586.84,3704.44,Cheque,App Móvil,ALM-07,TR-017,TRK6849798054,Cancelada,
VENT-0529,2024-07-03,2024-07-03,2024-07-17,CLI-055,SKU-0178,14.0,732.03,10248.42,12.1,1639.75,10648.11,Efectivo,E-commerce,ALM-02,TR-016,TRK2461065744,Devuelta,
VENT-0530,2024-11-02,2024-11-03,2024-11-03,CLI-012,SKU-0127,40.0,592.4,23696.0,3.8,3791.36,26586.91,Transferencia,Presencial,ALM-09,TR-008,TRK7207500459,Pendiente,Cliente satisfecho
VENT-0531,2025-03-14,2025-03-16,2025-03-27,CLI-010,SKU-0197,32.0,234.57,7506.24,5.4,1201.0,8301.9,Transferencia,Marketplace,ALM-07,TR-019,TRK6392453535,Completada,
VENT-0532,2025-01-22,2025-01-23,2025-01-29,CLI-046,SKU-0076,50.0,528.85,26442.5,14.9,4230.8,26733.37,PayPal,Marketplace,ALM-01,TR-009,TRK8250825687,Completada,
VENT-0533,2024-01-13,2024-01-13,2024-01-23,CLI-067,SKU-0112,47.0,664.88,31249.36,1.3,4999.9,35843.02,Efectivo,Teléfono,ALM-09,TR-011,TRK6639087192,Pendiente,
VENT-0534,2025-08-27,2025-08-27,2025-09-10,CLI-012,SKU-0101,47.0,322.82,15172.54,6.4,2427.61,16629.11,Mercado Pago,Web,ALM-10,TR-025,TRK6241468593,Completada,Cliente satisfecho
VENT-0535,2025-10-12,2025-10-15,2025-10-24,CLI-087,SKU-0110,4.0,343.78,1375.12,16.9,220.02,1362.74,Tarjeta de crédito,Presencial,ALM-04,TR-015,TRK6419922458,Completada,OK
VENT-0536,2025-04-07,2025-04-09,2025-04-22,CLI-007,SKU-0102,47.0,400.14,18806.58,10.8,3009.05,19784.52,Cheque,Presencial,ALM-07,TR-015,TRK9060962594,Completada,Urgente
VENT-0537,2024-03-30,2024-04-01,2024-04-13,CLI-071,SKU-0018,24.0,627.3,15055.2,17.6,2408.83,14814.31,PayPal,App Móvil,ALM-10,TR-019,TRK1256884011,Devuelta,OK
VENT-0538,2025-06-13,2025-06-15,2025-06-19,CLI-090,SKU-0043,37.0,774.5,28656.5,0.2,4585.04,33184.23,Tarjeta de crédito,App Móvil,ALM-08,TR-021,TRK7709166014,Completada,Cliente satisfecho
VENT-0539,2024-12-11,2024-12-11,2024-12-15,CLI-031,SKU-0094,27.0,702.32,18962.64,8.6,3034.02,20365.87,Stripe,Teléfono,ALM-08,TR-009,TRK9224204545,Completada,
VENT-0540,2024-01-23,2024-01-26,2024-01-31,CLI-004,SKU-0102,31.0,615.69,19086.39,13.3,3053.82,19601.72,Stripe,Web,ALM-09,TR-005,TRK6082707337,Cancelada,OK
VENT-0541,2026-02-28,2026-03-03,2026-03-09,CLI-074,SKU-0165,18.0,720.88,12975.84,12.3,2076.13,13455.94,Stripe,Marketplace,ALM-07,TR-011,TRK8558831076,Completada,Urgente
VENT-0542,2025-11-27,2025-11-28,2025-12-09,CLI-061,SKU-0193,14.0,558.11,7813.54,4.1,1250.17,8743.35,PayPal,App Móvil,ALM-10,TR-017,TRK8541700116,Cancelada,
VENT-0543,2025-11-17,2025-11-19,2025-11-27,CLI-095,SKU-0081,41.0,358.12,14682.92,0.4,2349.27,16973.46,Transferencia,Teléfono,ALM-02,TR-023,TRK2955976516,Pendiente,Urgente
VENT-0544,2025-11-30,2025-12-03,2025-12-01,CLI-098,SKU-0180,49.0,162.2,7947.8,17.3,1271.65,7844.48,Cheque,E-commerce,ALM-04,TR-006,TRK4603202266,Completada,Urgente
VENT-0545,2024-01-16,2024-01-19,2024-01-20,CLI-098,SKU-0042,37.0,844.75,31255.75,13.5,5000.92,32037.14,Mercado Pago,Marketplace,ALM-10,TR-006,TRK3644452962,Completada,OK
VENT-0546,2026-02-26,2026-02-27,2026-03-11,CLI-016,SKU-0144,10.0,434.94,4349.4,6.5,695.9,4762.59,Mercado Pago,Teléfono,ALM-08,TR-003,TRK9616029981,Cancelada,Cliente satisfecho
VENT-0547,2024-01-31,2024-02-01,2024-02-12,CLI-079,SKU-0068,11.0,424.18,4665.98,5.8,746.56,5141.91,Stripe,Marketplace,ALM-09,TR-022,TRK4797939029,Completada,Requiere seguimiento
VENT-0548,2024-10-16,2024-10-18,2024-10-29,CLI-039,SKU-0176,41.0,581.2,23829.2,0.4,3812.67,27546.55,PayPal,Marketplace,ALM-07,TR-015,TRK1771514551,En proceso,OK
VENT-0549,2024-06-15,2024-06-17,2024-06-19,CLI-025,SKU-0001,24.0,306.77,7362.48,12.1,1178.0,7649.62,PayPal,Marketplace,ALM-05,TR-022,TRK4377346239,Completada,
VENT-0550,2024-04-24,2024-04-27,2024-05-02,CLI-089,SKU-0174,48.0,160.28,7693.44,14.5,1230.95,7808.84,PayPal,Web,ALM-07,TR-021,TRK8047582225,Completada,
VENT-0551,2024-02-23,2024-02-23,2024-03-01,CLI-044,SKU-0166,34.0,563.92,19173.28,15.1,3067.72,19345.83,Stripe,Presencial,ALM-10,TR-024,TRK3826817688,Completada,Requiere seguimiento
VENT-0552,2024-02-25,2024-02-26,2024-03-03,CLI-001,SKU-0052,29.0,719.77,20873.33,2.3,3339.73,23732.97,Stripe,Presencial,ALM-01,TR-015,TRK4778864717,Completada,
VENT-0553,2024-03-08,2024-03-11,2024-03-11,CLI-066,SKU-0162,35.0,125.16,4380.6,12.8,700.9,4520.78,Cheque,Teléfono,ALM-09,TR-006,TRK7556599735,Completada,
VENT-0554,2024-12-13,2024-12-14,2024-12-24,CLI-059,SKU-0038,34.0,506.11,17207.74,11.6,2753.24,17964.88,Stripe,E-commerce,ALM-05,TR-003,TRK5618214993,Completada,Urgente
VENT-0555,2025-01-29,2025-01-29,2025-02-01,CLI-076,SKU-0176,8.0,675.39,5403.12,17.7,864.5,5311.27,Mercado Pago,E-commerce,ALM-07,TR-013,TRK1568789848,Completada,
VENT-0556,2026-02-14,2026-02-15,2026-03-01,CLI-003,SKU-0062,40.0,196.04,7841.6,1.1,1254.66,9010.0,Cheque,Teléfono,ALM-05,TR-009,TRK2156735622,En proceso,Urgente
VENT-0557,2025-06-18,2025-06-21,2025-07-03,CLI-081,SKU-0167,12.0,613.54,7362.48,6.7,1178.0,8047.19,Tarjeta de crédito,Web,ALM-03,TR-001,TRK3825013396,Pendiente,
VENT-0558,2024-04-02,2024-04-03,2024-04-06,CLI-085,SKU-0096,14.0,426.26,5967.64,0.4,954.82,6898.59,Cheque,Presencial,ALM-04,TR-001,TRK9201122737,Devuelta,Urgente
VENT-0559,2025-04-04,2025-04-04,2025-04-07,CLI-091,SKU-0016,16.0,588.04,9408.64,13.0,1505.38,9690.9,Mercado Pago,Presencial,ALM-04,TR-013,TRK2366852221,Pendiente,
VENT-0560,2025-05-28,2025-05-28,2025-06-09,CLI-046,SKU-0091,15.0,658.72,9880.8,8.5,1580.93,10621.86,PayPal,E-commerce,ALM-06,TR-025,TRK9339239146,Completada,
VENT-0561,2025-07-13,2025-07-14,2025-07-15,CLI-052,SKU-0180,18.0,772.32,13901.76,18.0,2224.28,13623.72,Efectivo,App Móvil,ALM-10,TR-015,TRK9581677871,Completada,Requiere seguimiento
VENT-0562,2024-05-10,2024-05-11,2024-05-17,CLI-036,SKU-0183,26.0,428.89,11151.14,20.0,1784.18,10705.09,Tarjeta de crédito,E-commerce,ALM-07,TR-015,TRK7566745538,Pendiente,
VENT-0563,2025-11-13,2025-11-14,2025-11-16,CLI-017,SKU-0096,38.0,348.33,13236.54,16.3,2117.85,13196.83,Stripe,Web,ALM-05,TR-006,TRK2661944424,Completada,Urgente
VENT-0564,2024-03-15,2024-03-18,2024-03-30,CLI-073,SKU-0159,9.0,108.86,979.74,8.3,156.76,1055.18,PayPal,Marketplace,ALM-07,TR-006,TRK6775668552,Completada,
VENT-0565,2025-02-13,2025-02-16,2025-02-25,CLI-028,SKU-0083,49.0,542.28,26571.72,9.5,4251.48,28298.89,Cheque,E-commerce,ALM-10,TR-006,TRK8649289318,Completada,Cliente satisfecho
VENT-0566,2024-09-14,2024-09-15,2024-09-16,CLI-016,SKU-0064,17.0,520.15,8842.55,1.0,1414.81,10168.93,Efectivo,Teléfono,ALM-10,TR-017,TRK4204198805,Completada,
VENT-0567,2024-10-23,2024-10-25,2024-10-24,CLI-017,SKU-0104,1.0,123.46,123.46,17.9,19.75,121.11,Stripe,App Móvil,ALM-08,TR-013,TRK8698339953,Completada,
VENT-0568,2024-01-18,2024-01-19,2024-01-27,CLI-037,SKU-0188,37.0,156.57,5793.09,6.0,926.89,6372.39,Mercado Pago,Marketplace,ALM-08,TR-011,TRK7629557099,Completada,
VENT-0569,2025-11-18,2025-11-21,2025-11-23,CLI-076,SKU-0157,35.0,447.82,15673.7,6.5,2507.79,17162.7,Transferencia,App Móvil,ALM-03,TR-010,TRK4902367397,En proceso,
VENT-0570,2024-02-01,2024-02-04,2024-02-08,CLI-008,SKU-0133,12.0,286.83,3441.96,16.6,550.71,3421.3,Cheque,Marketplace,ALM-02,TR-020,TRK9346312079,Cancelada,
VENT-0571,2024-02-04,2024-02-06,2024-02-11,CLI-073,SKU-0199,35.0,836.97,29293.95,19.6,4687.03,28239.37,PayPal,Teléfono,ALM-01,TR-003,TRK2565495590,Completada,OK
VENT-0572,2025-08-08,2025-08-10,2025-08-16,CLI-079,SKU-0105,27.0,180.4,4870.8,10.5,779.33,5138.7,Transferencia,App Móvil,ALM-05,TR-001,TRK2329808177,Pendiente,OK
VENT-0573,2024-03-15,2024-03-16,2024-03-23,CLI-033,SKU-0031,46.0,230.69,10611.74,4.5,1697.88,11832.09,Stripe,Marketplace,ALM-06,TR-013,TRK1416324649,Completada,OK
VENT-0574,2024-12-24,2024-12-24,2024-12-28,CLI-063,SKU-0127,13.0,613.89,7980.57,1.5,1276.89,9137.75,Cheque,Web,ALM-10,TR-025,TRK3848598007,Completada,
VENT-0575,2026-01-09,2026-01-09,2026-01-19,CLI-089,SKU-0086,40.0,695.37,27814.8,11.7,4450.37,29010.84,Transferencia,Marketplace,ALM-08,TR-007,TRK6196769550,Completada,
VENT-0576,2024-11-13,2024-11-15,2024-11-27,CLI-039,SKU-0188,12.0,748.29,8979.48,17.0,1436.72,8889.69,Cheque,Presencial,ALM-09,TR-020,TRK6458618273,Cancelada,
VENT-0577,2024-08-18,2024-08-20,2024-08-20,CLI-057,SKU-0192,35.0,432.79,15147.65,2.6,2423.62,17177.43,Tarjeta de crédito,App Móvil,ALM-08,TR-014,TRK2380199637,Completada,OK
VENT-0578,2024-12-31,2024-12-31,2025-01-08,CLI-081,SKU-0009,45.0,545.89,24565.05,15.6,3930.41,24663.31,Stripe,Teléfono,ALM-03,TR-018,TRK7842267325,Completada,Cliente satisfecho
VENT-0579,2024-03-16,2024-03-18,2024-03-25,CLI-046,SKU-0099,13.0,877.28,11404.64,0.7,1824.74,13149.55,Tarjeta de crédito,Presencial,ALM-06,TR-018,TRK4186812559,Completada,Requiere seguimiento
VENT-0580,2025-11-16,2025-11-18,2025-11-20,CLI-058,SKU-0067,18.0,674.65,12143.7,12.4,1942.99,12580.87,PayPal,App Móvil,ALM-02,TR-013,TRK9791329940,Devuelta,OK
VENT-0581,2024-01-13,2024-01-15,2024-01-19,CLI-001,SKU-0013,19.0,109.05,2071.95,4.9,331.51,2301.93,Efectivo,Web,ALM-09,TR-009,TRK5229306033,Completada,
VENT-0582,2025-01-26,2025-01-29,2025-02-08,CLI-023,SKU-0021,35.0,119.31,4175.85,4.2,668.14,4668.6,Transferencia,App Móvil,ALM-01,TR-008,TRK7501470331,Cancelada,Cliente satisfecho
VENT-0583,2025-07-07,2025-07-07,2025-07-10,CLI-081,SKU-0178,48.0,116.83,5607.84,8.9,897.25,6005.99,Cheque,Presencial,ALM-03,TR-020,TRK8292057829,Completada,Urgente
VENT-0584,2024-07-27,2024-07-28,2024-08-02,CLI-037,SKU-0178,28.0,667.44,18688.32,4.1,2990.13,20912.23,Stripe,E-commerce,ALM-03,TR-007,TRK9527458417,Pendiente,Cliente satisfecho
VENT-0585,2025-03-18,2025-03-21,2025-03-19,CLI-003,SKU-0129,33.0,820.0,27060.0,15.2,4329.6,27276.48,PayPal,App Móvil,ALM-10,TR-018,TRK5161055565,Completada,
VENT-0586,2025-07-07,2025-07-09,2025-07-21,CLI-087,SKU-0184,8.0,579.59,4636.72,12.3,741.88,4808.28,Transferencia,Web,ALM-02,TR-007,TRK4910432609,Cancelada,Urgente
VENT-0587,2025-07-28,2025-07-28,2025-08-03,CLI-013,SKU-0025,22.0,529.69,11653.18,11.1,1864.51,12224.19,Transferencia,E-commerce,ALM-04,TR-006,TRK3826688042,Completada,Urgente
VENT-0588,2024-06-11,2024-06-12,2024-06-12,CLI-005,SKU-0076,30.0,738.98,22169.4,13.4,3547.1,22745.8,Efectivo,Teléfono,ALM-10,TR-016,TRK3912505621,Devuelta,OK
VENT-0589,2025-12-15,2025-12-15,2025-12-29,CLI-035,SKU-0094,46.0,322.81,14849.26,9.6,2375.88,15799.61,PayPal,App Móvil,ALM-03,TR-021,TRK4845713748,Completada,OK
VENT-0590,2025-09-24,2025-09-26,2025-10-06,CLI-097,SKU-0017,19.0,412.32,7834.08,1.5,1253.45,8970.02,Transferencia,Marketplace,ALM-05,TR-014,TRK2753094270,Cancelada,
VENT-0591,2024-01-03,2024-01-05,2024-01-07,CLI-032,SKU-0084,45.0,707.16,31822.2,7.5,5091.55,34527.08,Tarjeta de crédito,Teléfono,ALM-07,TR-003,TRK2293673657,Completada,Requiere seguimiento
VENT-0592,2025-06-13,2025-06-16,2025-06-14,CLI-063,SKU-0143,29.0,104.75,3037.75,18.1,486.04,2973.96,Efectivo,Web,ALM-07,TR-008,TRK5473337107,Cancelada,
VENT-0593,2025-10-18,2025-10-18,2025-10-29,CLI-056,SKU-0003,24.0,135.21,3245.04,14.6,519.21,3290.47,Stripe,E-commerce,ALM-05,TR-001,TRK3524445831,Completada,
VENT-0594,2026-01-28,2026-01-29,2026-02-08,CLI-076,SKU-0012,38.0,194.61,7395.18,3.3,1183.23,8334.37,Tarjeta de crédito,Teléfono,ALM-06,TR-005,TRK9690030874,Pendiente,Requiere seguimiento
VENT-0595,2025-01-14,2025-01-17,2025-01-26,CLI-021,SKU-0177,13.0,713.91,9280.83,9.2,1484.93,9911.92,PayPal,Presencial,ALM-04,TR-004,TRK4540684408,Cancelada,
VENT-0596,2025-04-19,2025-04-21,2025-05-04,CLI-007,SKU-0160,46.0,526.76,24230.96,0.9,3876.95,27889.83,Mercado Pago,E-commerce,ALM-05,TR-022,TRK6676575488,Pendiente,
VENT-0597,2024-10-15,2024-10-17,2024-10-30,CLI-006,SKU-0082,19.0,697.73,13256.87,19.3,2121.1,12819.39,Efectivo,Teléfono,ALM-09,TR-003,TRK9659899550,Completada,Urgente
VENT-0598,2024-10-16,2024-10-18,2024-10-23,CLI-045,SKU-0162,23.0,523.51,12040.73,5.7,1926.52,13280.93,Cheque,Teléfono,ALM-03,TR-020,TRK2593410040,Completada,OK
VENT-0599,2024-01-13,2024-01-14,2024-01-26,CLI-079,SKU-0127,4.0,351.92,1407.68,8.1,225.23,1518.89,Cheque,Web,ALM-07,TR-005,TRK2817016800,Devuelta,
VENT-0600,2025-02-19,2025-02-19,2025-02-22,CLI-038,SKU-0115,41.0,223.41,9159.81,8.4,1465.57,9855.96,Transferencia,Presencial,ALM-02,TR-012,TRK7459492862,Completada,
VENT-0601,2025-11-26,2025-11-26,2025-12-03,CLI-048,SKU-0051,44.0,103.49,4553.56,8.8,728.57,4881.42,Cheque,Web,ALM-06,TR-014,TRK5526760627,Devuelta,
VENT-0602,2024-09-08,2024-09-10,2024-09-13,CLI-048,SKU-0034,12.0,304.53,3654.36,1.5,584.7,4184.24,Cheque,Marketplace,ALM-05,TR-002,TRK8342913134,Pendiente,Requiere seguimiento
VENT-0603,2025-04-23,2025-04-23,2025-04-29,CLI-028,SKU-0025,44.0,749.32,32970.08,13.9,5275.21,33662.45,Stripe,E-commerce,ALM-02,TR-019,TRK7003761377,Pendiente,Urgente
VENT-0604,2025-07-21,2025-07-22,2025-07-25,CLI-075,SKU-0055,28.0,364.08,10194.24,17.7,1631.08,10020.94,Efectivo,App Móvil,ALM-10,TR-016,TRK7270678317,Completada,Requiere seguimiento
VENT-0605,2026-02-02,2026-02-05,2026-02-16,CLI-088,SKU-0120,4.0,717.6,2870.4,19.4,459.26,2772.8,Cheque,App Móvil,ALM-02,TR-018,TRK2139709122,Completada,
VENT-0606,2025-05-15,2025-05-16,2025-05-19,CLI-073,SKU-0048,11.0,120.43,1324.73,7.2,211.96,1441.31,Transferencia,Teléfono,ALM-10,TR-023,TRK3057538382,Completada,
VENT-0607,2025-07-28,2025-07-29,2025-08-03,CLI-073,SKU-0104,19.0,307.26,5837.94,3.7,934.07,6556.01,Transferencia,Teléfono,ALM-07,TR-015,TRK3803500437,Pendiente,
VENT-0608,2024-08-17,2024-08-19,2024-08-28,CLI-057,SKU-0122,16.0,597.56,9560.96,14.2,1529.75,9733.05,Transferencia,Web,ALM-03,TR-008,TRK3946392738,Completada,
VENT-0609,2024-08-21,2024-08-22,2024-08-30,CLI-033,SKU-0177,1.0,152.21,152.21,12.3,24.35,157.84,Efectivo,Presencial,ALM-03,TR-007,TRK9424695859,Devuelta,
VENT-0610,2025-11-19,2025-11-22,2025-11-25,CLI-078,SKU-0152,34.0,219.48,7462.32,12.2,1193.97,7745.89,Mercado Pago,Presencial,ALM-02,TR-011,TRK8914512885,En proceso,
VENT-0611,2025-09-15,2025-09-15,2025-09-19,CLI-050,SKU-0015,29.0,358.89,10407.81,11.4,1665.25,10886.57,PayPal,Teléfono,ALM-02,TR-001,TRK9606170322,Cancelada,Cliente satisfecho
VENT-0612,2025-03-18,2025-03-19,2025-04-02,CLI-032,SKU-0055,44.0,223.78,9846.32,15.5,1575.41,9895.55,Transferencia,E-commerce,ALM-08,TR-015,TRK3005157584,Completada,
VENT-0613,2025-02-11,2025-02-14,2025-02-26,CLI-054,SKU-0186,33.0,659.87,21775.71,0.7,3484.11,25107.39,Efectivo,App Móvil,ALM-08,TR-001,TRK2902455078,Completada,Requiere seguimiento
VENT-0614,2024-11-16,2024-11-17,2024-11-26,CLI-007,SKU-0061,25.0,738.06,18451.5,6.7,2952.24,20167.49,PayPal,Presencial,ALM-03,TR-021,TRK2235507242,Completada,OK
VENT-0615,2024-10-03,2024-10-03,2024-10-14,CLI-091,SKU-0077,47.0,142.92,6717.24,18.0,1074.76,6582.9,Stripe,E-commerce,ALM-08,TR-025,TRK6012246059,Devuelta,Urgente
VENT-0616,2025-03-16,2025-03-17,2025-03-17,CLI-018,SKU-0096,37.0,840.8,31109.6,16.8,4977.54,30860.73,Mercado Pago,Web,ALM-04,TR-023,TRK2738765844,En proceso,Urgente
VENT-0617,2024-09-30,2024-10-02,2024-10-10,CLI-034,SKU-0106,47.0,156.78,7368.66,11.5,1178.99,7700.25,Cheque,App Móvil,ALM-10,TR-007,TRK4974182654,Devuelta,Cliente satisfecho
VENT-0618,2025-03-13,2025-03-13,2025-03-23,CLI-077,SKU-0020,17.0,578.99,9842.83,14.1,1574.85,10029.84,Stripe,Marketplace,ALM-06,TR-011,TRK3842576217,Completada,Urgente
VENT-0619,2024-08-15,2024-08-17,2024-08-30,CLI-100,SKU-0112,19.0,273.18,5190.42,2.6,830.47,5885.94,Cheque,Web,ALM-03,TR-004,TRK9910467285,Completada,Requiere seguimiento
VENT-0620,2024-01-17,2024-01-17,2024-01-29,CLI-079,SKU-0074,36.0,846.23,30464.28,4.6,4874.28,33937.2,Tarjeta de crédito,Teléfono,ALM-08,TR-014,TRK4761006994,Completada,
VENT-0621,2024-11-03,2024-11-04,2024-11-17,CLI-076,SKU-0136,46.0,832.34,38287.64,18.8,6126.02,37215.58,Stripe,Teléfono,ALM-06,TR-013,TRK8366437720,Devuelta,
VENT-0622,2024-05-11,2024-05-12,2024-05-19,CLI-066,SKU-0199,33.0,521.08,17195.64,18.2,2751.3,16817.33,PayPal,App Móvil,ALM-09,TR-021,TRK3074807966,En proceso,Cliente satisfecho
VENT-0623,2026-01-18,2026-01-19,2026-01-30,CLI-009,SKU-0100,34.0,139.58,4745.72,14.0,759.32,4840.64,Stripe,Presencial,ALM-10,TR-021,TRK6884439699,Pendiente,OK
VENT-0624,2024-10-04,2024-10-07,2024-10-05,CLI-096,SKU-0148,39.0,529.18,20638.02,17.4,3302.08,20349.08,Mercado Pago,App Móvil,ALM-06,TR-017,TRK2661381697,Completada,
VENT-0625,2024-02-21,2024-02-21,2024-03-02,CLI-080,SKU-0114,10.0,261.06,2610.6,16.1,417.7,2607.99,Transferencia,E-commerce,ALM-02,TR-013,TRK2721320190,Completada,
VENT-0626,2025-12-01,2025-12-04,2025-12-06,CLI-054,SKU-0083,23.0,820.69,18875.87,14.6,3020.14,19140.13,Efectivo,E-commerce,ALM-09,TR-013,TRK6679981310,En proceso,OK
VENT-0627,2024-01-06,2024-01-06,2024-01-07,CLI-046,SKU-0026,12.0,303.81,3645.72,8.6,583.32,3915.51,Cheque,Marketplace,ALM-08,TR-011,TRK8770862758,Completada,Cliente satisfecho
VENT-0628,2024-09-18,2024-09-20,2024-09-20,CLI-088,SKU-0015,23.0,157.03,3611.69,7.7,577.87,3911.46,Transferencia,Teléfono,ALM-05,TR-010,TRK2116743502,Devuelta,Cliente satisfecho
VENT-0629,2025-07-01,2025-07-04,2025-07-02,CLI-001,SKU-0037,13.0,261.27,3396.51,8.1,543.44,3664.83,PayPal,Teléfono,ALM-06,TR-016,TRK4724866120,Completada,OK
VENT-0630,2024-11-01,2024-11-03,2024-11-04,CLI-003,SKU-0063,27.0,255.19,6890.13,17.6,1102.42,6779.89,Transferencia,Marketplace,ALM-07,TR-002,TRK1744568961,En proceso,
VENT-0631,2025-09-15,2025-09-17,2025-09-27,CLI-070,SKU-0157,48.0,527.74,25331.52,0.6,4053.04,29232.57,Tarjeta de crédito,Teléfono,ALM-05,TR-022,TRK3484150715,Cancelada,
VENT-0632,2025-08-12,2025-08-15,2025-08-15,CLI-078,SKU-0122,39.0,487.83,19025.37,16.9,3044.06,18854.14,Mercado Pago,Presencial,ALM-06,TR-005,TRK7679699241,Completada,
VENT-0633,2024-11-21,2024-11-21,2024-11-29,CLI-047,SKU-0100,40.0,316.24,12649.6,0.3,2023.94,14635.59,Transferencia,Presencial,ALM-07,TR-025,TRK8264085084,Pendiente,
VENT-0634,2025-08-09,2025-08-11,2025-08-20,CLI-074,SKU-0083,32.0,612.18,19589.76,19.1,3134.36,18982.48,Tarjeta de crédito,Presencial,ALM-10,TR-021,TRK1193949527,Cancelada,
VENT-0635,2024-02-15,2024-02-16,2024-02-17,CLI-022,SKU-0184,40.0,300.78,12031.2,2.9,1924.99,13607.29,Efectivo,Marketplace,ALM-10,TR-025,TRK5895884969,Pendiente,
VENT-0636,2025-07-31,2025-08-03,2025-08-11,CLI-060,SKU-0049,20.0,222.85,4457.0,4.5,713.12,4969.56,Cheque,E-commerce,ALM-05,TR-018,TRK7170950494,En proceso,Requiere seguimiento
VENT-0637,2026-01-25,2026-01-27,2026-02-09,CLI-015,SKU-0169,20.0,153.35,3067.0,18.0,490.72,3005.66,Stripe,Marketplace,ALM-03,TR-007,TRK9605798260,Completada,Requiere seguimiento
VENT-0638,2024-10-10,2024-10-10,2024-10-20,CLI-083,SKU-0134,26.0,657.07,17083.82,16.1,2733.41,17066.73,Cheque,Teléfono,ALM-04,TR-021,TRK4291890942,Completada,Urgente
VENT-0639,2026-01-03,2026-01-05,2026-01-06,CLI-004,SKU-0189,42.0,388.48,16316.16,11.0,2610.59,17131.97,Cheque,E-commerce,ALM-08,TR-010,TRK1901028161,Devuelta,
VENT-0640,2024-08-06,2024-08-06,2024-08-12,CLI-090,SKU-0001,25.0,422.28,10557.0,16.9,1689.12,10461.99,Tarjeta de crédito,Marketplace,ALM-02,TR-015,TRK5937414387,Completada,Urgente
VENT-0641,2025-08-30,2025-08-30,2025-09-14,CLI-047,SKU-0088,37.0,349.93,12947.41,12.5,2071.59,13400.57,Cheque,Teléfono,ALM-04,TR-005,TRK1620243606,Devuelta,
VENT-0642,2024-06-04,2024-06-05,2024-06-08,CLI-058,SKU-0160,33.0,856.67,28270.11,0.5,4523.22,32651.98,Cheque,App Móvil,ALM-10,TR-002,TRK9744173587,Cancelada,Requiere seguimiento
VENT-0643,2025-11-18,2025-11-20,2025-12-01,CLI-035,SKU-0183,35.0,602.15,21075.25,9.0,3372.04,22550.52,Cheque,E-commerce,ALM-10,TR-011,TRK8315475828,Completada,OK
VENT-0644,2024-03-20,2024-03-20,2024-04-03,CLI-054,SKU-0128,21.0,351.1,7373.1,11.9,1179.7,7675.4,Cheque,App Móvil,ALM-04,TR-015,TRK3208422084,En proceso,
